2022-01-30 20:09:52,047: 'a'
2022-01-30 20:09:56,449: 'w'
2022-01-30 20:09:56,982: 'h'
2022-01-30 20:09:57,194: 'y'
2022-01-30 20:09:57,373: Key.space
2022-01-30 20:09:57,562: 'c'
2022-01-30 20:09:57,675: 'a'
2022-01-30 20:09:57,761: 'n'
2022-01-30 20:09:57,921: 't'
2022-01-30 20:09:57,999: Key.space
2022-01-30 20:09:58,543: 't'
2022-01-30 20:09:58,635: 'h'
2022-01-30 20:09:58,689: 'i'
2022-01-30 20:09:58,773: 's'
2022-01-30 20:09:58,854: Key.space
2022-01-30 20:09:58,937: 'w'
2022-01-30 20:09:59,041: 'o'
2022-01-30 20:09:59,112: 'r'
2022-01-30 20:09:59,206: 'k'
2022-01-30 20:09:59,276: Key.space
2022-01-30 20:09:59,378: 'o'
2022-01-30 20:09:59,478: 'n'
2022-01-30 20:09:59,481: Key.space
2022-01-30 20:10:00,204: 'w'
2022-01-30 20:10:00,259: 'i'
2022-01-30 20:10:00,305: 'n'
2022-01-30 20:10:00,391: 'd'
2022-01-30 20:10:00,509: 'o'
2022-01-30 20:10:00,565: 'w'
2022-01-30 20:10:00,700: 's'
2022-01-30 20:10:00,782: Key.space
2022-01-30 20:10:00,847: Key.backspace
2022-01-30 20:10:07,296: 'l'
2022-01-30 20:10:07,385: 's'
2022-01-30 20:10:07,496: Key.enter
2022-01-30 20:10:10,750: 'c'
2022-01-30 20:10:10,865: 'a'
2022-01-30 20:10:11,007: 't'
2022-01-30 20:10:11,162: Key.space
2022-01-30 20:10:11,251: 'k'
2022-01-30 20:10:11,665: 'e'
2022-01-30 20:10:11,918: Key.tab
2022-01-30 20:10:12,523: Key.enter
2022-01-30 20:12:01,550: Key.ctrl
2022-01-30 20:12:01,551: Key.ctrl
2022-01-30 20:12:02,311: 'c'
2022-01-30 20:12:02,311: 'c'
2022-01-30 20:12:03,584: Key.ctrl
2022-01-30 20:12:03,584: Key.ctrl
2022-01-30 20:12:03,788: 'v'
2022-01-30 20:12:03,788: 'v'
2022-01-30 20:12:04,195: Key.enter
2022-01-30 20:12:04,195: Key.enter
2022-01-30 20:12:12,257: Key.space
2022-01-30 20:12:12,257: Key.space
2022-01-30 20:12:13,068: 'i'
2022-01-30 20:12:13,068: 'i'
2022-01-30 20:12:13,119: 'n'
2022-01-30 20:12:13,119: 'n'
2022-01-30 20:12:13,253: Key.space
2022-01-30 20:12:13,253: Key.space
2022-01-30 20:12:13,357: 'w'
2022-01-30 20:12:13,357: 'w'
2022-01-30 20:12:13,425: 'i'
2022-01-30 20:12:13,425: 'i'
2022-01-30 20:12:13,492: 'n'
2022-01-30 20:12:13,492: 'n'
2022-01-30 20:12:13,561: 'd'
2022-01-30 20:12:13,561: 'd'
2022-01-30 20:12:13,660: 'o'
2022-01-30 20:12:13,660: 'o'
2022-01-30 20:12:13,695: 'w'
2022-01-30 20:12:13,695: 'w'
2022-01-30 20:12:13,856: 's'
2022-01-30 20:12:13,856: 's'
2022-01-30 20:12:13,952: Key.enter
2022-01-30 20:12:13,953: Key.enter
2022-01-30 20:12:27,597: 'c'
2022-01-30 20:12:27,597: 'c'
2022-01-30 20:12:27,680: 'a'
2022-01-30 20:12:27,680: 'a'
2022-01-30 20:12:27,777: 'n'
2022-01-30 20:12:27,778: 'n'
2022-01-30 20:12:27,890: Key.space
2022-01-30 20:12:27,890: Key.space
2022-01-30 20:12:30,408: 'c'
2022-01-30 20:12:30,408: 'c'
2022-01-30 20:12:30,542: 'a'
2022-01-30 20:12:30,542: 'a'
2022-01-30 20:12:30,658: 'n'
2022-01-30 20:12:30,658: 'n'
2022-01-30 20:12:30,824: Key.space
2022-01-30 20:12:30,824: Key.space
2022-01-30 20:12:30,954: 'y'
2022-01-30 20:12:30,955: 'y'
2022-01-30 20:12:31,072: 'o'
2022-01-30 20:12:31,072: 'o'
2022-01-30 20:12:31,165: 'u'
2022-01-30 20:12:31,165: 'u'
2022-01-30 20:12:31,225: Key.space
2022-01-30 20:12:31,225: Key.space
2022-01-30 20:12:31,476: 'r'
2022-01-30 20:12:31,476: 'r'
2022-01-30 20:12:31,640: 'u'
2022-01-30 20:12:31,640: 'u'
2022-01-30 20:12:31,817: 'n'
2022-01-30 20:12:31,817: 'n'
2022-01-30 20:12:31,930: Key.space
2022-01-30 20:12:31,930: Key.space
2022-01-30 20:12:31,966: 't'
2022-01-30 20:12:31,966: 't'
2022-01-30 20:12:32,075: 'h'
2022-01-30 20:12:32,075: 'h'
2022-01-30 20:12:32,113: 'e'
2022-01-30 20:12:32,113: 'e'
2022-01-30 20:12:32,233: Key.space
2022-01-30 20:12:32,233: Key.space
2022-01-30 20:12:32,289: 's'
2022-01-30 20:12:32,289: 's'
2022-01-30 20:12:32,426: 'a'
2022-01-30 20:12:32,426: 'a'
2022-01-30 20:12:32,528: 'm'
2022-01-30 20:12:32,528: 'm'
2022-01-30 20:12:32,581: 'e'
2022-01-30 20:12:32,581: 'e'
2022-01-30 20:12:32,657: Key.space
2022-01-30 20:12:32,657: Key.space
2022-01-30 20:12:32,774: 'e'
2022-01-30 20:12:32,774: 'e'
2022-01-30 20:12:33,166: 'e'
2022-01-30 20:12:33,166: 'e'
2022-01-30 20:12:33,499: Key.backspace
2022-01-30 20:12:33,499: Key.backspace
2022-01-30 20:12:33,586: 'x'
2022-01-30 20:12:33,586: 'x'
2022-01-30 20:12:33,780: 'e'
2022-01-30 20:12:33,780: 'e'
